"smell_type","component","responsible_classes","repository_link","name"
"Feature Concentration","za.ac.cput.repository","NA","https://github.com/010Jay/Adp3Assignment3Group09","Adp3Assignment3Group09"
"Feature Concentration","com.jica.chap06","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.rpc.common.util","NA","https://github.com/00pf00/rpc","rpc"
"Feature Concentration","ConsoleShopper.Repository","ConsoleShopper.Repository.IOrderService, ConsoleShopper.Repository.OrderService, ConsoleShopper.Repository.IProductRepository, ConsoleShopper.Repository.ProductRepository","https://github.com/042020-dotnet-uta/sulavAryalPipeLineDemo","sulavAryalPipeLineDemo"
"Feature Concentration","www.day3.generic3","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.qa.main","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.lti.exceptions","NA","https://github.com/071921-LTI/David-Veller","David-Veller"
"Feature Concentration","com.banyuan","NA","https://github.com/0501a/understandjava","understandjava"
"Feature Concentration","com.watabou.glwrap","NA","https://github.com/00-Evan/shattered-pixel-dungeon-gdx","shattered-pixel-dungeon-gdx"
"Feature Concentration","cn.judgchen.cisp.utils","NA","https://github.com/001glory/CISP","CISP"
"Feature Concentration","day12","NA","https://github.com/04sohyun/self1","self1"
"Feature Concentration","com.example.traveltheworld.model","NA","https://github.com/0866803699/TravelTheWorld1","TravelTheWorld1"
"Feature Concentration","FindMyPetApi.Controllers","FindMyPetApi.Controllers.CategoryController, FindMyPetApi.Controllers.ColorationController, FindMyPetApi.Controllers.CustomerController, FindMyPetApi.Controllers.ForumController, FindMyPetApi.Controllers.PetController, FindMyPetApi.Controllers.UploadController","https://github.com/06012021-dotnet-uta/P2_PetTracker","P2_PetTracker"
"Feature Concentration","com","NA","https://github.com/00rj00/OnlineFurnitureStore","OnlineFurnitureStore"
"Feature Concentration","(default package)","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","www.day4.stack","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.cskaoyan.javase.homework.day10","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.cskaoyan.javase.homework.day12","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.resist.mus3d.database","NA","https://github.com/0868307/Project78","Project78"
"Feature Concentration","TheTofuWarrior.Model.ViewModels","TheTofuWarrior.Model.ViewModels.ViewModelComment, TheTofuWarrior.Model.ViewModels.ViewModelIngredient, TheTofuWarrior.Model.ViewModels.ViewModelRating","https://github.com/08162021-dotnet-uta/P2_TheTofuWarriors","P2_TheTofuWarriors"
"Feature Concentration","(default package)","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","(default package)","NA","https://github.com/05saitejaswi/Cognizant-s-Digital-Nurture-","Cognizant-s-Digital-Nurture-"
"Feature Concentration","cn.edu.bupt.dao","NA","https://github.com/00pf00/rpc-deviceaccess","rpc-deviceaccess"
"Feature Concentration","com.lti.daos","NA","https://github.com/071921-LTI/Chris-Pantani","Chris-Pantani"
"Feature Concentration","(default package)","NA","https://github.com/007atulpandey/Jee_Portal-using-java-eclipse","Jee_Portal-using-java-eclipse"
"Feature Concentration","com.yarolegovich.discretescrollview.sample.weather","NA","https://github.com/06110902002/RecyclerView_Nav_Menu","RecyclerView_Nav_Menu"
"Feature Concentration","NoahDesign.Folder_Component","NoahDesign.Folder_Component.Util_CreateDirectShape, NoahDesign.Folder_Component.Util_ConcreteVolume, NoahDesign.Folder_Component.BooleanOperation, NoahDesign.Folder_Component.FamilyAndType, NoahDesign.Folder_Component.Util_SharedParameter","https://github.com/0326rj/Advanced-BIM-Editor","Advanced-BIM-Editor"
"Feature Concentration","ProjectOne.Models","ProjectOne.Models.Customer, ProjectOne.Models.ErrorViewModel","https://github.com/042020-dotnet-uta/xavierDiaz-repo1","xavierDiaz-repo1"
"Feature Concentration","com.cskaoyan.javase.homework.day09","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","data_models.custom","data_models.custom.CreatePostRequest, data_models.custom.CurrentLoggedInCustomer, data_models.custom.FileUploadRequest, data_models.custom.ForumCustom, data_models.custom.GenderRequest, data_models.custom.LoginRequest, data_models.custom.RegisterBreedRequest, data_models.custom.RegisterCategoryRequest, data_models.custom.RegisterColorationRequest, data_models.custom.RegisterCustomerRequest, data_models.custom.RegisterPetDescriptorRequest, data_models.custom.RegisterPetRequest","https://github.com/06012021-dotnet-uta/P2_PetTracker","P2_PetTracker"
"Feature Concentration","(default package)","NA","https://github.com/007anshul/friendrecommandation","friendrecommandation"
"Feature Concentration","com.banyuan.jinchu3","NA","https://github.com/0501a/understandjava","understandjava"
"Feature Concentration","com.revature","NA","https://github.com/071921-LTI/Nick_Urban","Nick_Urban"
"Feature Concentration","com.tyy.rpc.util","NA","https://github.com/00pf00/rpc","rpc"
"Feature Concentration","com.sbcc.skeletonvalidator","NA","https://github.com/05saitejaswi/Cognizant-s-Digital-Nurture-","Cognizant-s-Digital-Nurture-"
"Feature Concentration","day4","NA","https://github.com/04sohyun/self1","self1"
"Feature Concentration","Proj0","Proj0.MySQLDbConfiguration, Proj0.Startup","https://github.com/042020-dotnet-uta/kingsleyOnonachi-repo0","kingsleyOnonachi-repo0"
"Feature Concentration","ConferenceDTO","ConferenceDTO.SearchTerm","https://github.com/0468386988/ASP.NET-CP-WorkShop","ASP.NET-CP-WorkShop"
"Feature Concentration","com.jica.polyarg2","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.jica.chap08","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","com.entity","NA","https://github.com/00rj00/OnlineFurnitureStore","OnlineFurnitureStore"
"Feature Concentration","io.github.muxiaobai.netty_rpc_api","NA","https://github.com/00pf00/rpc","rpc"
"Feature Concentration","day8","NA","https://github.com/04sohyun/self1","self1"
"Feature Concentration","com.example.androidmaster.mcq","NA","https://github.com/007shishir/Android-Master","Android-Master"
"Feature Concentration","www.day3.generic2","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","lib_utils","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","rec.input","NA","https://github.com/0212kr/JavaWork","JavaWork"
"Feature Concentration","www.day3.generic4","NA","https://github.com/0212kr/JavaWork","JavaWork"
